"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R220","2019-07-16 06:00:00","23.000","30.000","0.800","27.500","1.000","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.400",""
"C0Z220","2019-07-16 06:00:00","589.000","266.000","2.500","21.800","0.800","944.300","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.300",""
"C0D560","2019-07-16 06:00:00","147.000","97.000","0.900","26.800","0.820","991.800","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.600",""
"C0I380","2019-07-16 06:00:00","258.000","90.000","0.600","25.800","0.920","977.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.700",""
"C0Z020","2019-07-16 06:00:00","211.000","256.000","1.200","24.100","0.990","983.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.700",""
"C0Z190","2019-07-16 06:00:00","62.000","296.000","2.800","27.700","0.640","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.200",""
"C0C710","2019-07-16 06:00:00","143.000","0.000","0.000","25.200","0.960","991.400","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0D360","2019-07-16 06:00:00","523.000","0.000","0.000","22.900","0.920","948.700","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0C680","2019-07-16 06:00:00","228.000","0.000","0.200","26.300","0.900","980.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.900",""
"C0X140","2019-07-16 06:00:00","17.000","349.000","0.700","28.600","0.890","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.600",""
"C0V710","2019-07-16 06:00:00","34.000","19.000","2.000","29.100","0.980","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","29.000",""
"C0G840","2019-07-16 06:00:00","32.000","360.000","0.400","27.700","0.970","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.500",""
"C0S890","2019-07-16 06:00:00","238.000","353.000","0.600","24.600","0.930","983.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.200",""
"C0U650","2019-07-16 06:00:00","442.000","167.000","0.400","24.400","0.810","959.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.300",""
"C0Z070","2019-07-16 06:00:00","247.000","0.000","0.000","23.600","0.990","980.100","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.600",""
"C0T9N0","2019-07-16 06:00:00","261.000","0.000","0.200","23.800","0.930","978.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","23.400",""
"C0K470","2019-07-16 06:00:00","97.000","0.000","0.000","26.800","0.990","995.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.300",""
"C0V650","2019-07-16 06:00:00","28.000","33.000","1.600","28.700","0.870","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.400",""
"C0H9C0","2019-07-16 06:00:00","3402.000","104.000","2.300","10.100","0.590","677.400","-99.000","0.000","-99.000","-99.000","-99.000","10.600","","8.900",""
"C0U780","2019-07-16 06:00:00","15.000","280.000","0.900","26.600","0.800","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.300",""
"C0U760","2019-07-16 06:00:00","22.000","0.000","0.000","24.500","0.990","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0X290","2019-07-16 06:00:00","10.000","350.000","2.000","28.700","0.820","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.600",""
"C0R420","2019-07-16 06:00:00","504.000","67.000","2.400","23.200","-99.000","946.900","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.800",""
"C0E830","2019-07-16 06:00:00","37.000","15.000","1.300","28.300","0.880","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.000",""
"C0K330","2019-07-16 06:00:00","38.000","6.000","0.300","27.900","0.910","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.800",""
"C0M660","2019-07-16 06:00:00","40.000","337.000","0.700","27.900","0.910","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.900",""
"C0D580","2019-07-16 06:00:00","120.000","0.000","0.000","25.400","0.970","993.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.200",""
"C0R640","2019-07-16 06:00:00","21.000","46.000","1.200","28.600","0.890","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.600",""
"C0E810","2019-07-16 06:00:00","53.000","0.000","0.000","26.500","0.980","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.200",""
"C0G830","2019-07-16 06:00:00","27.000","5.000","1.800","27.900","1.000","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.800",""
"C0A550","2019-07-16 06:00:00","422.000","0.000","0.000","21.600","1.000","961.900","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","21.400",""
"C0G750","2019-07-16 06:00:00","31.000","349.000","0.600","27.900","0.910","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.700",""
"C0Z270","2019-07-16 06:00:00","343.000","245.000","2.500","24.100","0.820","970.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.800",""
"C0UA30","2019-07-16 06:00:00","1397.000","0.000","0.100","19.500","0.970","859.500","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","19.100",""
"C0I080","2019-07-16 06:00:00","536.000","0.000","0.000","24.200","0.880","950.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0UA00","2019-07-16 06:00:00","392.000","160.000","0.500","22.600","0.990","965.800","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.200",""
"C0S660","2019-07-16 06:00:00","794.000","221.000","1.100","19.600","0.820","922.400","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","19.400",""
"C0D660","2019-07-16 06:00:00","65.000","101.000","1.900","27.600","0.840","999.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.600",""
"C0E540","2019-07-16 06:00:00","32.000","110.000","0.400","27.000","0.940","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.900",""
"C0W170","2019-07-16 06:00:00","42.000","29.000","3.000","25.500","0.960","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0Z150","2019-07-16 06:00:00","27.000","216.000","1.800","25.700","0.930","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.600",""
"C0S840","2019-07-16 06:00:00","22.000","276.000","1.800","26.000","0.920","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.600",""
"C0H9A0","2019-07-16 06:00:00","1595.000","0.000","0.000","17.300","0.990","843.400","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","17.200",""
"C0Z300","2019-07-16 06:00:00","182.000","0.000","0.000","24.700","1.000","988.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.200",""
"C0G730","2019-07-16 06:00:00","27.000","19.000","1.000","27.300","0.950","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.300",""
"C0V730","2019-07-16 06:00:00","33.000","35.000","0.800","28.600","0.930","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.600",""
"C0SA00","2019-07-16 06:00:00","466.000","285.000","1.700","23.200","0.950","955.000","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.700",""
"C0S900","2019-07-16 06:00:00","27.000","79.000","0.900","28.900","0.770","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.500",""
"C0C480","2019-07-16 06:00:00","105.000","0.000","0.000","28.200","0.800","995.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.000",""
"C0V720","2019-07-16 06:00:00","15.000","57.000","1.900","28.800","0.930","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","28.800",""
"C0UA60","2019-07-16 06:00:00","566.000","295.000","2.900","22.600","0.880","945.500","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","21.500",""
"C0A980","2019-07-16 06:00:00","11.000","98.000","0.300","28.000","0.870","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.400",""
"C0C670","2019-07-16 06:00:00","250.000","128.000","0.300","26.000","0.810","979.800","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.600",""
"C0K550","2019-07-16 06:00:00","15.000","342.000","0.900","27.900","0.870","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.400",""
"C0R350","2019-07-16 06:00:00","35.000","2.000","1.100","26.500","-99.000","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0T9F0","2019-07-16 06:00:00","251.000","341.000","0.300","24.600","0.900","980.300","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.900",""
"C0D390","2019-07-16 06:00:00","146.000","0.000","0.000","25.900","0.910","989.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.600",""
"C0E430","2019-07-16 06:00:00","258.000","0.000","0.000","25.200","0.920","981.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0O990","2019-07-16 06:00:00","18.000","39.000","0.700","27.600","0.990","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.800",""
"CM0010","2019-07-16 06:00:00","68.000","0.000","0.000","27.300","-99.000","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.700",""
"C0K500","2019-07-16 06:00:00","12.000","0.000","0.000","28.200","0.880","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.800",""
"C0X260","2019-07-16 06:00:00","39.000","2.000","0.700","27.800","0.900","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.600",""
"C0ACA0","2019-07-16 06:00:00","25.000","0.000","0.100","28.000","0.840","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.000",""
"C0X180","2019-07-16 06:00:00","62.000","0.000","0.000","27.800","0.990","998.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.300",""
"C0F930","2019-07-16 06:00:00","100.000","0.000","0.100","27.100","1.000","995.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0I010","2019-07-16 06:00:00","1562.000","88.000","1.200","17.800","0.780","845.800","-99.000","0.000","-99.000","-99.000","-99.000","19.600","","17.300",""
"C0R190","2019-07-16 06:00:00","32.000","333.000","0.300","27.000","0.990","1001.700","-99.000","0.500","-99.000","-99.000","-99.000","27.800","","27.000",""
"C0E420","2019-07-16 06:00:00","19.000","46.000","0.300","27.400","0.890","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.000",""
"C0W160","2019-07-16 06:00:00","49.000","152.000","2.100","26.600","0.980","998.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0I460","2019-07-16 06:00:00","110.000","207.000","1.200","28.000","0.870","994.300","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.700",""
"C0A9F0","2019-07-16 06:00:00","35.000","0.000","0.100","28.400","0.850","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.400",""
"C0F9A0","2019-07-16 06:00:00","425.000","5.000","0.400","25.400","0.940","959.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.200",""
"C0O950","2019-07-16 06:00:00","4.000","0.000","0.200","28.300","0.870","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.300",""
"C0M760","2019-07-16 06:00:00","40.000","342.000","0.500","28.300","0.930","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.200",""
"C0AH70","2019-07-16 06:00:00","34.000","281.000","0.700","28.200","0.690","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.100",""
"C0U980","2019-07-16 06:00:00","573.000","216.000","1.700","22.000","1.000","945.600","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","21.500",""
"C0S740","2019-07-16 06:00:00","289.000","4.000","0.400","23.500","0.940","976.000","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.200",""
"C0A940","2019-07-16 06:00:00","49.000","298.000","0.600","25.300","0.950","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.700",""
"C0A920","2019-07-16 06:00:00","196.000","210.000","1.000","26.600","0.880","985.300","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.400",""
"C0T870","2019-07-16 06:00:00","135.000","0.000","0.100","22.400","0.990","992.300","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.300",""
"C0C460","2019-07-16 06:00:00","482.000","0.000","0.000","22.200","0.910","955.200","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.600",""
"C0E520","2019-07-16 06:00:00","320.000","31.000","0.700","24.900","0.990","971.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0T9D0","2019-07-16 06:00:00","7.000","0.000","0.000","24.500","0.990","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0I390","2019-07-16 06:00:00","1184.000","93.000","1.600","18.800","0.870","882.800","-99.000","0.000","-99.000","-99.000","-99.000","22.000","","18.500",""
"C0B020","2019-07-16 06:00:00","86.000","202.000","2.900","26.800","0.990","996.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.700",""
"CM0170","2019-07-16 06:00:00","106.000","104.000","1.200","27.000","0.880","995.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.600",""
"C0F860","2019-07-16 06:00:00","2215.000","87.000","0.500","13.400","0.830","780.200","-99.000","0.000","-99.000","-99.000","-99.000","15.300","","12.700",""
"C0U890","2019-07-16 06:00:00","116.000","277.000","2.100","25.200","0.920","995.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.100",""
"C0G800","2019-07-16 06:00:00","15.000","16.000","0.800","27.800","0.970","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.600",""
"C0F850","2019-07-16 06:00:00","379.000","0.000","0.200","26.100","0.880","963.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.800",""
"C0AH50","2019-07-16 06:00:00","275.000","310.000","0.400","26.600","0.990","976.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.400",""
"C0Z160","2019-07-16 06:00:00","124.000","0.000","0.100","24.600","0.880","995.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","18.900",""
"C0R540","2019-07-16 06:00:00","17.000","32.000","1.000","28.000","0.820","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.800",""
"C0K480","2019-07-16 06:00:00","56.000","18.000","1.700","27.700","0.930","999.900","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.600",""
"C0H890","2019-07-16 06:00:00","440.000","0.000","0.000","25.600","0.850","957.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0S770","2019-07-16 06:00:00","375.000","304.000","0.300","23.900","0.920","965.000","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.500",""
"C0X230","2019-07-16 06:00:00","29.000","12.000","0.800","27.200","0.930","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.000",""
"C0B010","2019-07-16 06:00:00","38.000","0.000","0.200","26.200","0.940","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0R490","2019-07-16 06:00:00","49.000","71.000","1.300","28.100","0.910","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","28.100",""
"C0SA40","2019-07-16 06:00:00","200.000","0.000","0.000","24.100","0.920","985.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.800",""
"C0Z280","2019-07-16 06:00:00","224.000","0.000","0.100","23.900","0.990","983.500","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.500",""
"C0AC80","2019-07-16 06:00:00","40.000","81.000","1.000","26.300","0.900","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"CM0140","2019-07-16 06:00:00","26.000","14.000","0.500","28.000","0.710","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.500",""
"C0SA20","2019-07-16 06:00:00","857.000","353.000","1.600","21.600","0.970","913.700","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","21.200",""
"C0K490","2019-07-16 06:00:00","91.000","55.000","0.600","26.500","0.990","996.000","-99.000","19.000","-99.000","-99.000","-99.000","28.300","","26.200",""
"C0V820","2019-07-16 06:00:00","441.000","38.000","0.300","24.500","0.990","959.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.100",""
"C0S810","2019-07-16 06:00:00","65.000","338.000","2.200","25.400","0.890","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.000",""
"C0R580","2019-07-16 06:00:00","10.000","74.000","0.300","27.200","1.000","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.000",""
"C0Z330","2019-07-16 06:00:00","488.000","0.000","0.000","23.200","0.930","955.300","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0E590","2019-07-16 06:00:00","40.000","0.000","0.000","26.500","0.990","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0D540","2019-07-16 06:00:00","227.000","0.000","0.000","24.800","0.950","982.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0K420","2019-07-16 06:00:00","42.000","359.000","0.800","27.900","0.910","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.700",""
"C0Z180","2019-07-16 06:00:00","34.000","0.000","0.000","26.200","0.860","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0AD10","2019-07-16 06:00:00","27.000","193.000","1.300","28.100","0.850","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.900",""
"C0M720","2019-07-16 06:00:00","225.000","354.000","0.400","26.500","0.900","981.400","-99.000","1.500","-99.000","-99.000","-99.000","27.500","","25.600",""
"C0V450","2019-07-16 06:00:00","51.000","352.000","0.600","27.100","0.990","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.800",""
"C0R280","2019-07-16 06:00:00","242.000","64.000","0.700","24.900","-99.000","978.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.800",""
"C0E610","2019-07-16 06:00:00","850.000","0.000","0.000","21.600","0.970","915.600","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","21.600",""
"C0V610","2019-07-16 06:00:00","22.000","50.000","0.600","28.900","1.000","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","28.700",""
"C0Z310","2019-07-16 06:00:00","59.000","338.000","0.800","25.700","0.970","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0S700","2019-07-16 06:00:00","507.000","195.000","0.900","23.200","0.930","952.100","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.800",""
"C0T9G0","2019-07-16 06:00:00","605.000","0.000","0.200","22.900","0.990","943.800","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.600",""
"C0U520","2019-07-16 06:00:00","517.000","228.000","1.100","22.000","0.990","953.200","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.500",""
"C0E750","2019-07-16 06:00:00","62.000","57.000","0.400","28.000","0.870","999.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.900",""
"C0R400","2019-07-16 06:00:00","15.000","43.000","0.700","26.000","-99.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.600",""
"C0G660","2019-07-16 06:00:00","27.000","346.000","1.700","28.100","0.920","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.000",""
"C0W140","2019-07-16 06:00:00","21.000","104.000","2.400","26.300","0.970","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.300",""
"C0U720","2019-07-16 06:00:00","1260.000","240.000","2.000","20.300","0.850","884.500","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0X150","2019-07-16 06:00:00","18.000","7.000","1.300","28.200","0.980","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.100",""
"C0Z050","2019-07-16 06:00:00","830.000","285.000","0.600","20.500","0.750","919.400","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","20.500",""
"C0I490","2019-07-16 06:00:00","1601.000","78.000","2.500","17.900","0.990","839.400","-99.000","0.000","-99.000","-99.000","-99.000","19.100","","17.500",""
"C0I090","2019-07-16 06:00:00","910.000","145.000","0.500","22.300","1.000","908.900","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0X240","2019-07-16 06:00:00","394.000","0.000","0.200","25.300","0.930","963.800","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0S990","2019-07-16 06:00:00","409.000","47.000","1.100","25.400","0.840","962.000","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"C0E850","2019-07-16 06:00:00","104.000","113.000","0.300","26.600","0.920","994.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0T9B0","2019-07-16 06:00:00","558.000","268.000","1.400","24.000","0.780","947.300","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.700",""
"C0G650","2019-07-16 06:00:00","34.000","351.000","0.300","28.200","0.990","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0K580","2019-07-16 06:00:00","26.000","346.000","0.600","27.900","0.930","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.700",""
"C0X050","2019-07-16 06:00:00","25.000","357.000","1.400","27.800","0.920","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.300",""
"CM0100","2019-07-16 06:00:00","25.000","91.000","1.600","27.300","0.840","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.300",""
"C0AC70","2019-07-16 06:00:00","71.000","0.000","0.100","27.600","0.810","999.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.400",""
"CM0130","2019-07-16 06:00:00","11.000","339.000","3.000","28.900","0.760","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.900",""
"C0W110","2019-07-16 06:00:00","16.000","19.000","1.500","22.600","0.930","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.300",""
"C0X120","2019-07-16 06:00:00","28.000","353.000","1.000","28.400","0.990","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.300",""
"C0R100","2019-07-16 06:00:00","1006.000","282.000","0.400","20.700","0.990","898.900","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","20.700",""
"C0C700","2019-07-16 06:00:00","151.000","317.000","0.700","27.300","0.820","990.800","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.200",""
"C0W130","2019-07-16 06:00:00","18.000","339.000","0.700","26.100","0.940","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0F9R0","2019-07-16 06:00:00","20.000","53.000","0.900","27.900","1.000","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.800",""
"C0V660","2019-07-16 06:00:00","25.000","28.000","0.500","28.600","0.890","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","28.500",""
"C0G780","2019-07-16 06:00:00","27.000","16.000","1.600","28.600","0.890","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.400",""
"C0C590","2019-07-16 06:00:00","72.000","0.000","0.200","26.300","0.960","998.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.700",""
"C0I520","2019-07-16 06:00:00","3860.000","-99.000","-99.000","8.000","0.340","642.800","-99.000","-99.000","-99.000","-99.000","-99.000","9.300","","6.800",""
"C0E530","2019-07-16 06:00:00","341.000","12.000","0.300","25.200","0.950","968.400","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.000",""
"C0M790","2019-07-16 06:00:00","15.000","0.000","0.200","28.200","0.820","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.100",""
"C0R130","2019-07-16 06:00:00","1040.000","88.000","2.700","21.300","0.860","892.900","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","20.500",""
"C0M640","2019-07-16 06:00:00","155.000","97.000","0.400","27.400","0.970","989.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.000",""
"C0UA10","2019-07-16 06:00:00","1711.000","314.000","0.900","15.800","1.000","831.000","-99.000","0.000","-99.000","-99.000","-99.000","16.800","","15.700",""
"C0V770","2019-07-16 06:00:00","26.000","355.000","0.700","28.500","0.990","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.300",""
"C0E730","2019-07-16 06:00:00","26.000","87.000","0.300","28.300","0.840","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.400",""
"C0V810","2019-07-16 06:00:00","32.000","17.000","1.100","28.800","0.880","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.800",""
"C0A9C0","2019-07-16 06:00:00","35.000","91.000","0.600","27.200","0.850","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.200",""
"C0X310","2019-07-16 06:00:00","9.000","343.000","3.200","28.600","0.820","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.600",""
"C0K280","2019-07-16 06:00:00","23.000","20.000","0.900","27.700","0.900","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.500",""
"C0M650","2019-07-16 06:00:00","20.000","0.000","0.000","27.800","0.880","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.500",""
"C0S910","2019-07-16 06:00:00","212.000","30.000","4.900","26.900","0.900","983.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0D570","2019-07-16 06:00:00","15.000","0.000","0.000","27.000","1.000","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.600",""
"C0M710","2019-07-16 06:00:00","15.000","317.000","1.600","28.400","0.800","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","28.200",""
"C0V490","2019-07-16 06:00:00","20.000","14.000","1.600","29.600","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","29.600",""
"C0E870","2019-07-16 06:00:00","34.000","74.000","0.400","27.400","0.900","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.100",""
"C0M800","2019-07-16 06:00:00","440.000","327.000","0.300","24.800","0.970","958.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"C0A570","2019-07-16 06:00:00","360.000","91.000","0.700","22.200","1.000","968.600","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.100",""
"C0S790","2019-07-16 06:00:00","236.000","324.000","0.600","24.800","0.850","981.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.100",""
"C0D590","2019-07-16 06:00:00","143.000","50.000","0.700","26.300","0.980","992.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0U990","2019-07-16 06:00:00","31.000","0.000","0.100","26.600","0.840","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.900",""
"C0M700","2019-07-16 06:00:00","150.000","0.000","0.000","26.100","0.960","990.500","-99.000","2.500","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0A970","2019-07-16 06:00:00","96.000","232.000","2.000","26.500","0.920","997.800","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.200",""
