"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V680","2019-07-16 09:00:00","40.000","359.000","2.300","30.700","0.720","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","28.500",""
"C0F9U0","2019-07-16 09:00:00","74.000","277.000","2.600","32.100","0.660","997.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","29.000",""
"C0AI10","2019-07-16 09:00:00","76.000","335.000","0.400","30.100","0.740","997.900","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.000",""
"C0R550","2019-07-16 09:00:00","38.000","354.000","2.400","30.600","0.780","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.800",""
"C0F9L0","2019-07-16 09:00:00","253.000","341.000","2.300","29.900","0.780","977.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.600",""
"C0A950","2019-07-16 09:00:00","60.000","132.000","4.000","29.300","0.800","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.200",""
"C0R160","2019-07-16 09:00:00","45.000","356.000","2.200","30.300","0.990","999.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.300",""
"C0F9S0","2019-07-16 09:00:00","43.000","330.000","2.600","31.400","0.650","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","28.800",""
"C0M820","2019-07-16 09:00:00","980.000","252.000","1.300","25.400","0.710","901.100","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","20.600",""
"C0G870","2019-07-16 09:00:00","12.000","355.000","2.800","31.100","0.750","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.700",""
"C0R530","2019-07-16 09:00:00","16.000","339.000","3.300","30.400","0.890","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.500",""
"C0O840","2019-07-16 09:00:00","134.000","359.000","0.900","28.800","0.980","989.800","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","26.500",""
"C0A890","2019-07-16 09:00:00","40.000","0.000","0.000","29.700","0.800","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.500",""
"C0A660","2019-07-16 09:00:00","97.000","50.000","1.600","30.300","0.850","995.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.300",""
"C0T9H0","2019-07-16 09:00:00","725.000","60.000","1.800","28.500","0.790","929.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","21.900",""
"C0V770","2019-07-16 09:00:00","26.000","10.000","1.100","31.500","0.710","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","28.300",""
"C0E730","2019-07-16 09:00:00","26.000","8.000","1.300","31.200","0.660","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.400",""
"C0V810","2019-07-16 09:00:00","32.000","312.000","3.700","30.300","0.750","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","28.800",""
"C0A9C0","2019-07-16 09:00:00","35.000","104.000","0.900","32.000","0.620","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.200",""
"C0X310","2019-07-16 09:00:00","9.000","345.000","4.100","29.300","0.800","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.600",""
"C0K280","2019-07-16 09:00:00","23.000","357.000","1.600","32.100","0.660","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.500",""
"C0M650","2019-07-16 09:00:00","20.000","338.000","1.300","30.500","0.710","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.500",""
"C0S910","2019-07-16 09:00:00","212.000","126.000","2.000","28.000","0.850","983.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.500",""
"C0D570","2019-07-16 09:00:00","15.000","327.000","1.200","30.900","0.780","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.600",""
"C0M710","2019-07-16 09:00:00","15.000","343.000","2.400","29.600","0.800","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","28.200",""
"C0V490","2019-07-16 09:00:00","20.000","329.000","2.500","31.000","0.840","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","29.500",""
"C0E870","2019-07-16 09:00:00","34.000","358.000","1.900","30.700","0.700","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.100",""
"C0M800","2019-07-16 09:00:00","440.000","327.000","0.400","28.700","0.740","957.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","24.600",""
"C0A570","2019-07-16 09:00:00","360.000","235.000","0.500","30.000","0.710","967.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","22.100",""
"C0S790","2019-07-16 09:00:00","236.000","74.000","0.800","31.200","0.690","981.100","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.100",""
"C0D590","2019-07-16 09:00:00","143.000","40.000","0.900","31.100","0.720","991.400","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.900",""
"C0U990","2019-07-16 09:00:00","31.000","13.000","1.600","30.600","0.680","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.900",""
"C0M700","2019-07-16 09:00:00","150.000","276.000","1.200","28.800","0.870","989.900","-99.000","2.500","-99.000","-99.000","-99.000","29.400","","26.000",""
"C0A970","2019-07-16 09:00:00","96.000","137.000","1.700","32.300","0.740","997.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.200",""
"CM0110","2019-07-16 09:00:00","7.000","15.000","2.300","30.600","0.660","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.900",""
"C0S940","2019-07-16 09:00:00","150.000","27.000","2.600","30.500","0.740","989.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.200",""
"C0X250","2019-07-16 09:00:00","33.000","27.000","2.100","30.100","0.750","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","28.100",""
"C0K520","2019-07-16 09:00:00","10.000","353.000","1.800","30.800","0.690","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","27.300",""
"C0Z200","2019-07-16 09:00:00","153.000","75.000","2.000","29.100","0.670","990.900","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","23.500",""
"C0V740","2019-07-16 09:00:00","60.000","325.000","2.800","30.400","0.760","999.500","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.500",""
"C0G860","2019-07-16 09:00:00","45.000","7.000","1.600","31.500","0.680","999.500","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","28.600",""
"C0F0A0","2019-07-16 09:00:00","3587.000","-99.000","-99.000","14.000","0.320","665.300","-99.000","0.000","-99.000","-99.000","-99.000","14.000","","2.700",""
"C0Z250","2019-07-16 09:00:00","1124.000","0.000","0.200","27.300","0.700","887.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","18.600",""
"C0K440","2019-07-16 09:00:00","35.000","351.000","3.100","30.200","0.700","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.500",""
"C0T900","2019-07-16 09:00:00","160.000","106.000","1.600","30.100","0.640","987.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0F9V0","2019-07-16 09:00:00","525.000","320.000","1.300","28.900","0.780","949.800","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.300",""
"C0UA20","2019-07-16 09:00:00","2619.000","29.000","0.800","18.700","0.650","737.900","-99.000","0.000","-99.000","-99.000","-99.000","18.700","","11.900",""
"C0M850","2019-07-16 09:00:00","695.000","0.000","0.000","27.400","0.830","929.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","23.300",""
"C0G790","2019-07-16 09:00:00","27.000","337.000","0.800","32.200","0.680","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","28.100",""
"C0C620","2019-07-16 09:00:00","19.000","351.000","1.500","31.900","0.720","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.000",""
"C0I360","2019-07-16 09:00:00","300.000","270.000","1.500","28.500","0.670","972.000","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","25.600",""
"C0R370","2019-07-16 09:00:00","55.000","0.000","0.200","29.600","-99.000","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.600",""
"C0M810","2019-07-16 09:00:00","1354.000","319.000","1.100","21.400","0.920","862.500","-99.000","0.500","-99.000","-99.000","-99.000","22.000","","19.300",""
"C0AC80","2019-07-16 09:00:00","40.000","33.000","0.700","31.400","0.670","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.200",""
"CM0140","2019-07-16 09:00:00","26.000","75.000","2.200","30.600","0.660","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","27.500",""
"C0SA20","2019-07-16 09:00:00","857.000","37.000","1.200","26.500","0.740","913.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0K490","2019-07-16 09:00:00","91.000","2.000","0.500","29.800","0.800","995.600","-99.000","19.000","-99.000","-99.000","-99.000","30.000","","26.200",""
"C0V820","2019-07-16 09:00:00","441.000","68.000","1.300","29.400","0.680","959.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.100",""
"C0S810","2019-07-16 09:00:00","65.000","33.000","2.100","31.500","0.700","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.000",""
"C0R580","2019-07-16 09:00:00","10.000","355.000","3.400","30.000","1.000","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.000",""
"C0Z330","2019-07-16 09:00:00","488.000","273.000","0.500","29.500","0.650","954.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0E590","2019-07-16 09:00:00","40.000","42.000","1.400","31.400","0.730","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.100",""
"C0D540","2019-07-16 09:00:00","227.000","60.000","0.600","31.400","0.670","981.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.400",""
"C0K420","2019-07-16 09:00:00","42.000","7.000","1.700","30.400","0.740","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.600",""
"C0Z180","2019-07-16 09:00:00","34.000","73.000","3.100","29.600","0.660","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.800",""
"C0AD10","2019-07-16 09:00:00","27.000","350.000","1.400","31.700","0.650","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.900",""
"C0M720","2019-07-16 09:00:00","225.000","286.000","1.200","28.300","0.840","980.900","-99.000","1.500","-99.000","-99.000","-99.000","28.400","","25.600",""
"C0V450","2019-07-16 09:00:00","51.000","24.000","1.700","31.000","0.820","999.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.800",""
"C0R280","2019-07-16 09:00:00","242.000","54.000","0.800","28.600","-99.000","978.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","24.800",""
"C0E610","2019-07-16 09:00:00","850.000","0.000","0.200","24.600","0.860","915.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","21.600",""
"C0V610","2019-07-16 09:00:00","22.000","341.000","4.000","30.800","1.000","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.700",""
"C0Z310","2019-07-16 09:00:00","59.000","207.000","1.400","29.500","0.730","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.500",""
"C0S700","2019-07-16 09:00:00","507.000","72.000","1.200","28.500","0.690","951.600","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","22.800",""
"C0T9G0","2019-07-16 09:00:00","605.000","59.000","1.000","26.900","0.920","943.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","22.600",""
"C0U520","2019-07-16 09:00:00","517.000","45.000","0.600","29.800","0.840","952.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","21.500",""
"C0E750","2019-07-16 09:00:00","62.000","20.000","2.400","30.900","0.680","998.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.900",""
"C0R400","2019-07-16 09:00:00","15.000","324.000","0.300","33.400","-99.000","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.600",""
"C0G660","2019-07-16 09:00:00","27.000","344.000","2.400","32.100","0.670","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","28.000",""
"C0W140","2019-07-16 09:00:00","21.000","64.000","2.500","28.900","0.830","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.300",""
"C0U720","2019-07-16 09:00:00","1260.000","62.000","1.400","26.000","0.620","884.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","19.800",""
"C0X150","2019-07-16 09:00:00","18.000","12.000","3.000","31.000","0.750","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.100",""
"C0I490","2019-07-16 09:00:00","1601.000","225.000","1.100","23.300","0.820","839.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","17.500",""
"C0I090","2019-07-16 09:00:00","910.000","46.000","1.800","25.700","0.840","908.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","22.200",""
"C0X240","2019-07-16 09:00:00","394.000","359.000","0.800","27.200","0.860","963.300","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","24.400",""
"C0S990","2019-07-16 09:00:00","409.000","35.000","4.700","27.700","0.770","961.200","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","24.600",""
"C0E850","2019-07-16 09:00:00","104.000","350.000","1.400","30.200","0.730","994.100","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.100",""
"C0T9B0","2019-07-16 09:00:00","558.000","131.000","1.300","26.800","0.800","946.900","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","22.700",""
"C0G650","2019-07-16 09:00:00","34.000","27.000","0.700","31.100","0.760","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","28.000",""
"C0K580","2019-07-16 09:00:00","26.000","329.000","2.000","30.800","0.740","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","27.700",""
"C0X050","2019-07-16 09:00:00","25.000","348.000","2.400","31.000","0.730","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.300",""
"CM0100","2019-07-16 09:00:00","25.000","327.000","1.200","30.700","0.650","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.300",""
"C0AC70","2019-07-16 09:00:00","71.000","52.000","0.600","32.000","0.660","998.700","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.400",""
"CM0130","2019-07-16 09:00:00","11.000","344.000","3.300","29.400","0.760","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.900",""
"C0W110","2019-07-16 09:00:00","16.000","26.000","3.200","23.000","0.940","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.300",""
"C0X120","2019-07-16 09:00:00","28.000","345.000","3.000","30.200","0.900","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","28.200",""
"C0R100","2019-07-16 09:00:00","1006.000","66.000","0.700","27.100","0.760","898.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","20.700",""
"C0C700","2019-07-16 09:00:00","151.000","34.000","0.600","31.300","0.640","989.900","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.200",""
"C0W130","2019-07-16 09:00:00","18.000","9.000","1.400","29.300","0.830","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.700",""
"C0F9R0","2019-07-16 09:00:00","20.000","14.000","2.600","31.000","0.930","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.800",""
"C0V660","2019-07-16 09:00:00","25.000","342.000","3.900","30.900","0.740","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","28.500",""
"C0G780","2019-07-16 09:00:00","27.000","359.000","2.900","31.200","0.660","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","28.400",""
"C0C590","2019-07-16 09:00:00","72.000","334.000","1.200","31.500","0.700","997.500","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.700",""
"C0I520","2019-07-16 09:00:00","3860.000","-99.000","-99.000","9.800","0.350","643.200","-99.000","-99.000","-99.000","-99.000","-99.000","10.200","","6.800",""
"C0E530","2019-07-16 09:00:00","341.000","47.000","1.800","29.800","0.730","968.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.000",""
"C0M790","2019-07-16 09:00:00","15.000","25.000","1.300","30.700","0.660","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","28.000",""
"C0R130","2019-07-16 09:00:00","1040.000","0.000","0.100","24.200","0.820","892.400","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","20.500",""
"C0X170","2019-07-16 09:00:00","50.000","21.000","3.000","31.000","0.690","999.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.600",""
"C0K291","2019-07-16 09:00:00","8.000","337.000","3.500","29.700","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","28.500",""
"C0D480","2019-07-16 09:00:00","223.000","0.000","0.000","29.300","0.770","980.700","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.600",""
"C0F0C0","2019-07-16 09:00:00","983.000","0.000","0.000","25.800","0.890","900.000","-99.000","0.500","-99.000","-99.000","-99.000","25.800","","21.300",""
"C0U860","2019-07-16 09:00:00","5.000","85.000","1.600","33.200","0.670","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.000",""
"C0UA50","2019-07-16 09:00:00","808.000","174.000","2.100","24.400","0.940","920.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","21.300",""
"C0T960","2019-07-16 09:00:00","120.000","51.000","1.300","30.700","0.640","994.000","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0SA80","2019-07-16 09:00:00","136.000","87.000","1.700","30.600","0.640","990.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.500",""
"C0E780","2019-07-16 09:00:00","160.000","15.000","0.300","31.000","0.700","987.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.900",""
"C0F9Q0","2019-07-16 09:00:00","149.000","337.000","3.800","32.000","0.750","988.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.600",""
"C0F9X0","2019-07-16 09:00:00","166.000","26.000","3.400","29.900","0.740","988.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","26.700",""
"C0F0D0","2019-07-16 09:00:00","3171.000","126.000","0.500","17.400","0.340","698.800","-99.000","0.000","-99.000","-99.000","-99.000","17.500","","9.600",""
"C0S730","2019-07-16 09:00:00","110.000","48.000","6.800","28.900","0.850","993.500","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.000",""
"C0T790","2019-07-16 09:00:00","2830.000","135.000","2.100","18.200","0.440","727.600","-99.000","0.000","-99.000","-99.000","-99.000","18.200","","11.100",""
"C0M830","2019-07-16 09:00:00","540.000","197.000","1.300","28.200","0.790","947.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","24.000",""
"C0K530","2019-07-16 09:00:00","12.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G850","2019-07-16 09:00:00","62.000","11.000","2.600","31.200","-99.000","998.100","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","28.600",""
"C0M780","2019-07-16 09:00:00","30.000","28.000","1.100","31.200","0.670","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.700",""
"C0V360","2019-07-16 09:00:00","94.000","355.000","1.700","30.700","0.730","995.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.800",""
"C0K510","2019-07-16 09:00:00","10.000","352.000","2.100","30.500","0.720","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.700",""
"C0R380","2019-07-16 09:00:00","2.000","12.000","1.000","31.800","-99.000","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.100",""
"C0D650","2019-07-16 09:00:00","97.000","355.000","1.900","30.300","0.700","995.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.500",""
"C0V630","2019-07-16 09:00:00","19.000","329.000","2.500","30.600","0.710","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","28.300",""
"C0U910","2019-07-16 09:00:00","17.000","15.000","1.200","31.000","0.630","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.100",""
"C0U600","2019-07-16 09:00:00","10.000","65.000","1.100","31.900","0.680","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.700",""
"C0G820","2019-07-16 09:00:00","29.000","12.000","1.100","31.800","0.810","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.800",""
"C0R590","2019-07-16 09:00:00","72.000","358.000","4.600","30.000","0.840","997.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.700",""
"C0A9E0","2019-07-16 09:00:00","26.000","244.000","1.200","32.400","0.620","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","28.300",""
"C0R480","2019-07-16 09:00:00","57.000","351.000","2.500","30.000","0.770","998.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.400",""
"C0X300","2019-07-16 09:00:00","70.000","54.000","0.300","29.800","0.810","998.000","-99.000","2.500","-99.000","-99.000","-99.000","30.200","","26.700",""
"C0U970","2019-07-16 09:00:00","7.000","61.000","1.900","31.000","0.690","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.700",""
"C0M750","2019-07-16 09:00:00","10.000","18.000","2.000","29.900","0.780","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","28.600",""
"C0I110","2019-07-16 09:00:00","161.000","66.000","1.700","29.300","0.990","988.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.100",""
"C0V370","2019-07-16 09:00:00","74.000","335.000","0.600","31.300","0.740","997.700","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.200",""
"C0C690","2019-07-16 09:00:00","242.000","11.000","0.900","30.500","0.630","979.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0A540","2019-07-16 09:00:00","401.000","0.000","0.100","28.700","0.760","958.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","22.000",""
"C0H950","2019-07-16 09:00:00","192.000","0.000","0.200","30.400","0.770","985.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.800",""
"C0R360","2019-07-16 09:00:00","20.000","31.000","1.600","30.900","-99.000","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.700",""
"C0AH10","2019-07-16 09:00:00","30.000","93.000","1.300","31.700","0.660","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.800",""
"C0X210","2019-07-16 09:00:00","38.000","1.000","2.500","29.500","0.800","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","27.600",""
"C0D430","2019-07-16 09:00:00","87.000","0.000","0.000","31.600","0.720","995.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"C0AD30","2019-07-16 09:00:00","20.000","67.000","1.300","32.000","0.600","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","28.800",""
"C0R240","2019-07-16 09:00:00","87.000","9.000","0.600","30.400","0.830","995.400","-99.000","4.500","-99.000","-99.000","-99.000","30.400","","26.100",""
"C0U960","2019-07-16 09:00:00","1885.000","51.000","1.200","22.100","0.560","812.200","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","12.000",""
"C0T9E0","2019-07-16 09:00:00","415.000","0.000","0.000","26.900","0.820","962.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","22.400",""
"C0D550","2019-07-16 09:00:00","1956.000","130.000","0.300","21.700","0.880","809.400","-99.000","0.500","-99.000","-99.000","-99.000","21.700","","15.800",""
"C0C630","2019-07-16 09:00:00","209.000","87.000","2.300","29.500","0.710","983.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.800",""
"C0E420","2019-07-16 09:00:00","19.000","356.000","2.200","30.300","0.770","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.000",""
"C0W160","2019-07-16 09:00:00","49.000","46.000","3.300","27.200","0.950","998.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.400",""
"C0I460","2019-07-16 09:00:00","110.000","26.000","1.400","30.900","0.710","993.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.700",""
"C0A9F0","2019-07-16 09:00:00","35.000","95.000","0.500","32.400","0.630","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","28.400",""
"C0F9A0","2019-07-16 09:00:00","425.000","321.000","1.300","28.700","0.780","959.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.200",""
"C0O950","2019-07-16 09:00:00","4.000","333.000","2.700","30.300","0.770","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","28.300",""
"C0M760","2019-07-16 09:00:00","40.000","359.000","1.600","30.500","0.730","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","28.100",""
"C0AH70","2019-07-16 09:00:00","34.000","64.000","1.000","32.200","0.560","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","28.100",""
"C0V250","2019-07-16 09:00:00","298.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U980","2019-07-16 09:00:00","573.000","129.000","1.900","29.400","0.760","945.300","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","21.500",""
"C0S740","2019-07-16 09:00:00","289.000","33.000","1.200","29.900","0.620","974.900","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.200",""
"C0A920","2019-07-16 09:00:00","196.000","53.000","1.600","31.000","0.770","984.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.400",""
"C0T870","2019-07-16 09:00:00","135.000","118.000","0.300","29.000","0.690","991.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","22.300",""
"C0O930","2019-07-16 09:00:00","69.000","331.000","0.900","29.300","0.860","998.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.500",""
"C0C460","2019-07-16 09:00:00","482.000","255.000","0.400","26.600","0.770","954.200","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","21.600",""
"C0E520","2019-07-16 09:00:00","320.000","334.000","1.200","31.400","0.700","970.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.800",""
"C0T9D0","2019-07-16 09:00:00","7.000","36.000","0.600","32.600","0.990","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.200",""
"C0I390","2019-07-16 09:00:00","1184.000","262.000","0.300","25.000","0.640","882.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","18.500",""
"C0B020","2019-07-16 09:00:00","86.000","115.000","1.700","29.100","0.990","995.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","26.700",""
"CM0170","2019-07-16 09:00:00","106.000","240.000","1.100","28.900","0.780","994.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.600",""
"C0F860","2019-07-16 09:00:00","2215.000","25.000","1.000","22.800","0.460","780.000","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","12.700",""
"C0U890","2019-07-16 09:00:00","116.000","27.000","1.600","30.500","0.640","995.300","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0G800","2019-07-16 09:00:00","15.000","12.000","2.500","31.200","0.690","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.600",""
